id,name,owner,capacity,fuel,year
0,,,15.0,Wind,1997
1,,ecoJoule construct GmbH,13.3,Wind,2002
2,,Sendenhorster Windenergie GmbH & Co. KG,15.0,Wind,2003
3,,Windpark Ahlerstedt GmbH & Co. KG,39.6,Wind,1999
4,Ahrensfelde,Lausitz Energie Kraftwerke AG,37.5,Gas,1990
5,Ahrensfelde,Lausitz Energie Kraftwerke AG,37.5,Gas,1990
6,Ahrensfelde,Lausitz Energie Kraftwerke AG,37.5,Gas,1990
7,Ahrensfelde,Lausitz Energie Kraftwerke AG,37.5,Gas,1990
8,,Erste Buergerwindp. Ahrenvioel Ahrenvioelfeld GmbH & Co. KG,15.0,Wind,2002
9,RADAG,Rheinkraftwerk Albbruck-Dogern AG,79.5,Hydro,1934
10,WKW,Rheinkraftwerk Albbruck-Dogern AG,24.0,Hydro,2009
11,Papierfabrik Albbruck,Papierfabrik Albbruck GmbH,28.0,Coal,2009
12,Werkskraftwerk Sappi Alfeld,Sappi Alfeld GmbH,13.0,Biomass,2003
13,Werkskraftwerk Sappi Alfeld,Sappi Alfeld GmbH,11.0,Gas,1947
14,Werkskraftwerk Sappi Alfeld,Sappi Alfeld GmbH,0.1,Hydro,1912
15,Werkskraftwerk Sappi Alfeld,Sappi Alfeld GmbH,2.8,Oil,1994
16,,Windpark Balkum-Thiene GmbH & Co. KG,27.6,Wind,2007
17,Windpark Alsleben,Dortmunder Energie- und Wasserversorgung GmbH,21.0,Wind,2016
18,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,65.0,Gas,1997
19,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,50.0,Gas,1971
20,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,57.0,Gas,1973
21,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,81.0,Gas,1975
22,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,336.0,Coal,1997
23,Heizkraftwerk Altbach/Deizisau,EnBW Energie Baden-Württemberg AG,433.0,Coal,1985
24,HKW Altenstadt,Heizkraftwerk Altenstadt GmbH & Co. KG,9.8,Biomass,1999
25,,,25.7,Wind,2003
26,KW Amlach,TIWAG-Tiroler Wasserkraft AG,60.0,Hydro,1989
27,Kesselhaus Zuckerfabrik,Suiker Unie GmbH & Co. KG,15.1,Gas,1993
28,,Windpark Fehnland GmbH & Co. KG Renditefonds,19.8,Wind,2001
29,Zellstoff Stendal GmbH,Zellstoff Stendal GmbH,138.9,Biomass,2004
30,,SachsenFonds GmbH & Co. Windpark I KG,31.5,Wind,2001
31,,,85.5,Wind,2001
32,Solarpark Petzenbach,ESK Solarenergie GmbH & Co. KG,10.0,Solar,2010
33,,e.disnatur Erneuerbare Energien GmbH,12.0,Wind,2002
34,Gasturbine,Stadtwerke Augsburg Energie GmbH,30.7,Gas,2004
35,,Bürgerwindpark Königsmoor GmbH & Co KG,19.5,Wind,2009
36,,,14.4,Wind,2002
37,,,15.9,Wind,1999
38,,,12.0,Wind,2002
39,,,10.0,Wind,1999
40,Bard Offshore 1,Ocean Breeze Energy GmbH & Co. KG,400.0,Wind,2013
41,Egglfing,Innwerk AG,84.0,Hydro,1944
42,,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,35.8,Wind,1999
43,Windpark Wiegleben,ENERCON Windpark GmbH & Co. Wiegleben KG,9.0,Wind,2001
44,Windpark Wiegleben II,Windpark Wiegleben II GmbH & Co. KG,6.0,Wind,2010
45,Rheinkraftwerk Säckingen,EnBW Energie Baden-Württemberg AG,36.8,Hydro,1966
46,Säckingen,Schluchseewerk Aktiengesellschaft,360.0,Hydro,1966
47,,EREM European Renewable Energy Management GmbH & Co. 8.German Wind KG,10.5,Wind,2001
48,,Luftstrom Kinzig Trasse GmbH & Co. ,18.0,Wind,2009
49,,Windpark Büren GmbH & Co. KG,10.0,Wind,2009
50,,,16.5,Wind,2002
51,KWK-Anlage Barby,Cargill Deutschland GmbH,17.8,Gas,1994
52,,,10.8,Wind,2001
53,,,16.9,Wind,2005
54,RWE Innogy Brise Windparkbetriebsgesellschaft mbH,innogy SE,32.0,Wind,2009
55,UTB,Pfleiderer Baruth GmbH,16.0,Biomass,2002
56,UW Basedow,ENERTRAG Aktiengesellschaft,21.9,Wind,2009
57,,BHT-Windpark GmbH & Co. Hollwedel KG,14.0,Wind,2004
58,HKW Kassel,Volkswagen AG,12.2,Gas,
59,"GuD Baunatal, VW Werksgelände",Volkswagen AG,78.0,Gas,2011
60,,Breeze Two Energy GmbH & Co. KG,24.0,Wind,2006
61,,,10.5,Wind,2002
62,BHW Beeskow,Sonae Arauco Beeskow GmbH,18.3,Biomass,2001
63,Beeskow-Neuendorf,Breeze Four Energy GmbH & Co. KG,30.0,Wind,2002
64,Windpark Berge / Kleeste,Windpark Berge-Kleeste GmbH & Co. KG,28.8,Wind,2003
65,Bergheim,Donau-Wasserkraft AG,23.7,Hydro,1970
66,BMKW Bergkamen,Innogy SE,17.7,Biomass,2005
67,Bergkamen,STEAG GmbH,717.0,Coal,1981
68,HHKW Berlin-Neukölln,innogy SE,16.5,Biomass,2004
69,Mitte,Vattenfall Wärme Berlin AG,444.0,Gas,1996
70,Charlottenburg,Vattenfall Wärme Berlin AG,144.0,Gas,1975
71,Lichterfelde,Vattenfall Wärme Berlin AG,144.0,Gas,1972
72,Lichterfelde,Vattenfall Wärme Berlin AG,144.0,Gas,1974
73,Lichterfelde,Vattenfall Europe Wärme AG,144.0,Gas,
74,Klingenberg,Vattenfall Wärme Berlin AG,164.0,Gas,1981
75,Reuter,Vattenfall Wärme Berlin AG,124.0,Coal,1969
76,Wilmersdorf,Vattenfall Wärme Berlin AG,92.0,Oil,1977
77,Wilmersdorf,Vattenfall Wärme Berlin AG,184.0,Oil,1977
78,Reuter,Vattenfall Wärme Berlin AG,36.0,Waste,1998
79,Moabit,Vattenfall Wärme Berlin AG,89.0,Coal,1990
80,Moabit,Vattenfall Wärme Berlin AG,17.0,Oil,1971
81,Moabit,Vattenfall Wärme Berlin AG,34.0,Oil,1971
82,Reuter West,Vattenfall Wärme Berlin AG,282.0,Coal,1987
83,Reuter West,Vattenfall Wärme Berlin AG,282.0,Coal,1988
84,Industriekraftwerk Bernburg (IKB),Solvay Chemicals GmbH,140.5,Gas,1994
85,Dampfturbinenanlage der EBS-Kessel,Solvay Chemicals GmbH,35.0,Waste,2009
86,,Erzeugergemeinschaft Dittersbach GbR,20.8,Wind,2003
87,ENERTRAG Netz GmbH  (UW Bertikow),ENERTRAG Aktiengesellschaft,20.0,Biomass,2006
88,UW Bertikow,ENERTRAG Aktiengesellschaft,328.0,Wind,2003
89,Windpark Falkenwalde,Theolia Naturenergien GmbH,12.0,Wind,2004
90,Windpark Holste / Ringstedt,Windpark GmbH & Co. Weserbrise KG,25.2,Wind,2006
91,Kraftwerk Bexbach,STEAG GmbH,726.0,Coal,1983
92,MVA Bielefeld,MVA Bielefeld-Herford GmbH,34.0,Waste,1981
93,HKW Schildescher Straße,Stadtwerke Bielefeld GmbH,23.0,Gas,1977
94,Gasturbinenkraftwerk Bielefeld Ummeln,Uniper Kraftwerke GmbH ,55.0,Gas,1975
95,GuD Kraftwerk Hillegossen,Stadtwerke Bielefeld GmbH,37.5,Gas,2005
96,HKW Schildescher Straße,Stadtwerke Bielefeld GmbH,41.0,Gas,1966
97,Windparks Biere und Borne,"UWB Umspannwerk Betriebsgesellschaft Biere mbH, UWB Umspannwerk Betriebsgesellschaft Borne mbH",94.5,Wind,1999
98,Biomassekraftwerk Bischofferode,Stadtwerke Leipzig GmbH,18.1,Biomass,2005
99,,Bau- und Umwelttechnik Gesellschaft für ökologisches Investment mbH & Co.Windwelt KG,20.0,Wind,2003
100,GuD Bitterfeld,envia THERM GmbH,106.0,Gas,2000
101,,Zellstoff- und Papierfabrik Rosenthal GmbH,53.5,Biomass,1999
102,Bliesdorf,Neue GHF Bliesdorf-Ketzin GmbH & Co. KG,33.5,Wind,2001
103,,CaSa Energy GmbH,10.0,Wind,2007
104,Bochum,RWE Generation SE,20.7,Gas,2004
105,HKW Hiltrop,Stadtwerke Bochum Holding GmbH,44.0,Gas,2013
106,Windpark Bockelwitz,BKW Deutschland GmbH,15.0,Wind,1999
107,,,12.0,Wind,2003
108,,Windpark Hiddels GmbH & Co. Betriebs KG,18.3,Wind,2000
109,Lippendorf,Lausitz Energie Kraftwerke AG,875.0,Coal,2000
110,Braunkohlekraftwerk Lippendorf,EnBW Energie Baden-Württemberg AG,875.0,Coal,1999
111,Heizkraftwerk Karlstraße,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,12.0,Waste,1990
112,Heizkraftwerk Karlstraße,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,95.0,Gas,2013
113,Heizkraftwerk Süd,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,14.4,Gas,
114,,Mönikes Energie GmbH & Co. KG,16.8,Wind,2002
115,,H & P Windkraft GmbH & Co. KG,11.8,Wind,2001
116,,,11.4,Biomass,2006
117,Boxberg,Lausitz Energie Kraftwerke AG,465.0,Coal,1979
118,Boxberg,Lausitz Energie Kraftwerke AG,465.0,Coal,1980
119,Boxberg,Lausitz Energie Kraftwerke AG,857.0,Coal,2000
120,,Wind 100 GmbH & Co.KG,10.0,Wind,2004
121,,Windpark Braderup GmbH & Co.KG ,11.8,Wind,2005
122,,Windpark Brake GmbH & Co KG Renditefonds,10.0,Wind,2002
123,,FWE Windpark Wittstedt K/S c/o ESSEX INVEST A/S,19.5,Wind,2001
124,HKW,StWB Stadtwerke Brandenburg an der Havel GmbH & Co. KG,36.0,Gas,1997
125,Kirchmöser,Uniper Kraftwerke GmbH ,160.0,Gas,1994
126,,,18.6,Solar,2010
127,Waldpolenz Energiepark FF 2,SachsenFonds Solar II GmbH & Co. KG,7.98,Solar,2008
128,Waldpolenz Energiepark FF 3,SachsenFonds Solar III GmbH & Co. KG,8.0,Solar,2008
129,Waldpolenz Energiepark FF 1,SachsenFonds Solar I GmbH & Co. KG,24.1,Solar,2007
130,HKW-Mitte,Braunschweiger Versorgungs-AG & Co. KG,20.0,Gas,1971
131,HKW-Mitte,Braunschweiger Versorgungs-AG & Co. KG,74.0,Gas,2010
132,HKW-Nord,Braunschweiger Versorgungs-AG & Co. KG,25.0,Gas,1965
133,HKW-Mitte,Braunschweiger Versorgungs-AG & Co. KG,43.3,Coal,1984
134,KW Hafen,swb Entsorgung GmbH & Co. KG,33.0,Waste,2009
135,KW Hastedt,swb Erzeugung GmbH & Co. KG,155.0,Gas,
136,KW Mittelsbüren,swb Erzeugung AG & Co. KG,86.0,Oil,1975
137,KW Mittelsbüren,ArcelorMittal Bremen GmbH,160.0,Other,1975
138,KW Mittelsbüren,swb Erzeugung GmbH & Co. KG,110.0,Other,
139,KW Hastedt,swb Erzeugung AG & Co. KG,119.0,Coal,1989
140,KW Hafen,swb Erzeugung GmbH & Co. KG,127.0,Coal,1968
141,KW Hafen,swb Erzeugung AG & Co. KG,303.0,Coal,1979
142,Farge,ENGIE Deutschland AG,350.0,Coal,1969
143,,WindRAT Bremen GmbH & Co.KG,13.2,Wind,2004
144,,swb Weserwind GmbH & Co. KG,12.0,Wind,2001
145,,,10.0,Wind,2002
146,Windpark Lehe,Stadtwerke Bochum Holding GmbH,10.0,Wind,2008
147,Windpark Speckenbüttel,Stadtwerke Bochum Holding GmbH,5.0,Wind,2006
148,Windpark Speckenbüttel,Stadtwerke Bochum Holding GmbH,5.0,Wind,2004
149,,Windpark Altenbruch GmbH & Co. Betriebs-KG,14.3,Wind,1999
150,,,10.0,Wind,2006
151,,,17.9,Wind,2002
152,Egger Kraftwerk Brilon,Egger Holzwerkstoffe Brilon GmbH & Co. KG,18.0,Biomass,1991
153,Egger Kraftwerk Brilon,Egger Holzwerkstoffe Brilon GmbH & Co. KG,13.5,Gas,1996
154,Brokdorf,Preussen Elektra GmbH,1410.0,Nuclear,1986
155,,,14.0,Wind,2005
156,,,10.0,Wind,2010
157,Brunsbüttel,Vattenfall Europe Nuclear Energy GmbH,63.5,Oil,
158,Brunsbüttel,Vattenfall Europe Nuclear Energy GmbH,63.5,Oil,
159,Brunsbüttel,Vattenfall Europe Nuclear Energy GmbH,63.5,Oil,
160,Brunsbüttel,Vattenfall Europe Nuclear Energy GmbH,63.5,Oil,
161,Brunsbüttel,ERG Power Generation S.p.A.,20.0,Wind,2004
162,,Windpark Brunsbüttel GmbH ,20.0,Wind,2010
163,,Windpark Brunsbüttel GmbH ,10.0,Wind,2010
164,Windpark Weimar,"Windfarm Weimar GmbH & Co.KG, RheinEnergieAG",12.0,Wind,2002
165,Windpark Buchholz,EnBW Onshore Portfolio GmbH,36.0,Wind,2009
166,,,16.0,Wind,2007
167,Burghausen 01 - GT,Wacker Chemie AG,120.0,Gas,2001
168,Burghausen 01 - DT,Wacker Chemie AG,50.0,Gas,1979
169,Alzwerke,Alzwerke GmbH,45.0,Hydro,1922
170,Industriepark Werk Gendorf,InfraServ GmbH & Co. Gendorf KG,73.1,Gas,2002
171,,Edrifta GmbH & Co. KG,14.5,Solar,2010
172,,ACR Biokraftwerk Calbe Invest GmbH & Co. KG,10.2,Biomass,1996
173,HKW Chemnitz  Nord II,eins - energie in sachsen GmbH & Co. KG,56.8,Coal,1988
174,HKW Chemnitz  Nord II,eins - energie in sachsen GmbH & Co. KG,57.2,Gas,1986
175,HKW Chemnitz  Nord II,eins - energie in sachsen GmbH & Co. KG,90.8,Coal,1990
176,,Denker & Wulf AG ,10.5,Wind,2000
177,,,12.0,Wind,2010
178,,,12.4,Wind,2002
179,HKW Cottbus,Stadtwerke Cottbus mbH,74.0,Coal,1999
180,Windpark Altenbruch II,PNE WIND AG,25.8,Wind,2009
181,,Windpark Dahlenburg GmbH & Co. KG,36.0,Wind,2003
182,WP Dargelütz,E.ON Climate & Renewables GmbH,21.6,Wind,2006
183,Datteln,Uniper Kraftwerke GmbH ,95.0,Coal,1964
184,Datteln,Uniper Kraftwerke GmbH ,95.0,Coal,1964
185,Datteln,Uniper Kraftwerke GmbH ,113.0,Coal,1969
186,,ENERTRAG Aktiengesellschaft,48.0,Wind,
187,,Danpower Energie Service GmbH,18.4,Biomass,2004
188,,Knock on Wood GmbH,20.0,Biomass,
189,,Zweite Volkswind GmbH & Co KG,10.0,Wind,2004
190,Kraftwerk Dessau,Fernwärmeversorgungs-GmbH Dessau,39.0,Gas,1996
191,,Windpark Nienhagen GmbH & Co. KG,10.0,Wind,2008
192,Deuben,Mitteldeutsche Braunkohlengesellschaft mbH,67.0,Coal,1936
193,,WP Höne Planungs- u. Betriebs GmbH & Co.KG,16.2,Wind,2003
194,,Windpark Littdorf GmbH & Co. KG,10.5,Wind,1999
195,Dormagen,RWE Generation SE,586.0,Gas,2000
196,,DIF Windpark Heede GmbH & Co.KG,16.5,Wind,2000
197,"Windpark Dörpum GmbH & Co. KG, Infrastrukturgesellschaft Windpark Norstedt GmbH, BL Wind GmbH & Co. KG, Bürgerwindpark Bordelum III GmbH & Co. KG",UW Dörpum GmbH,89.5,Wind,2001
198,"Windpark Reußenköge GmbH & Co. I KG,  Windpark Reußenköge III GmbH & Co. KG,  Windpark Reußenköge III GmbH & Co. Pionier KG,  Windpark Reußenköge IV GmbH & Co. KG,  Windpark Reußenköge V GmbH & Co. KG, Windpark Reußenköge VI GmbH & Co. KG",UW Reußenköge GmbH,99.85,Wind,2013
199,Dortmund,RWE Generation SE,26.0,Gas,2004
200,Knepper,Uniper Kraftwerke GmbH ,345.0,Coal,1971
201,,Windkraft Iserloy GmbH & Co KG,12.0,Wind,2001
202,,Windpark Greifenhain GmbH & Co. KG,20.0,Wind,2009
203,HKW Dresden-Nossener Brücke,DREWAG Stadtwerke Dresden GmbH,260.0,Gas,1995
204,,Windfeld Drochtersen Netz- und Abrechnungs GbR,11.0,Wind,2003
205,Windpark Druxberge,Umspannwerke Druxberge GmbH & Co. KG c/o Windstrom GmbH,116.7,Wind,2003
206,Windpark Dubener Platte,BKW Deutschland GmbH,40.0,Wind,2010
207,HKW I,Stadtwerke Duisburg AG,95.0,Coal,1985
208,HKW II/B,Stadtwerke Duisburg AG,133.0,Coal,1965
209,HKW III/A,Stadtwerke Duisburg AG,40.0,Gas,2002
210,HKW III/B,Stadtwerke Duisburg AG,234.0,Gas,2005
211,KW Walsum,Steag GmbH,129.0,Coal,1959
212,KW Walsum,Steag GmbH,370.0,Coal,1988
213,KW Walsum,STEAG-EVN Walsum 10 Kraftwerksgesellsellschaft mbH,725.0,Coal,2013
214,Duisburg Ruhrort 2,ThyssenKrupp Steel Europe AG,60.0,Other,1955
215,Duisburg Ruhrort 3,ThyssenKrupp Steel Europe AG,95.0,Other,1963
216,Duisburg Ruhrort 4,ThyssenKrupp Steel Europe AG,170.0,Other,1968
217,GuD,Stadtwerke Düsseldorf AG,100.0,Gas,2000
218,GT,Stadtwerke Düsseldorf AG,64.7,Gas,1975
219,GT,Stadtwerke Düsseldorf AG,66.7,Gas,1974
220,Gasblock,Stadtwerke Düsseldorf AG,293.0,Gas,1977
221,GT,Stadtwerke Düsseldorf AG,86.2,Oil,1972
222,DT,Stadtwerke Düsseldorf AG,48.9,Waste,1955
223,DT,Stadtwerke Düsseldorf AG,53.7,Waste,2000
224,,,24.2,Solar,2010
225,,DK Bürgerwindpark Eckolstädt GmbH & Co. KG,14.3,Wind,1999
226,,Windpark Oelerse I-III GmbH & Co. Infrastruktur KG,15.6,Wind,1999
227,Waldeck1/Bringhausen,Uniper Kraftwerke GmbH ,145.0,Hydro,1931
228,Waldeck 2,Uniper Kraftwerke GmbH ,480.0,Hydro,1974
229,Hemfurth,Uniper Kraftwerke GmbH ,20.0,Hydro,1915
230,Werkskraftwerk Sappi Ehingen,Sappi Ehingen GmbH,13.2,Biomass,1990
231,Werkskraftwerk Sappi Ehingen,Sappi Ehingen GmbH,8.0,Biomass,1961
232,Werkskraftwerk Sappi Ehingen,Sappi Ehingen GmbH,4.0,Gas,1977
233,Kombikraftwerk,Stora Enso Sachsen GmbH,46.6,Gas,1993
234,,,17.6,Wind,1998
235,,Green Energy GmbH,14.4,Wind,2004
236,EBS-Heizkraftwerk,Progroup Power 1 GmbH,23.5,Other,2011
237,IKW,ArcelorMittal Eisenhüttenstadt GmbH,45.0,Other,1954
238,IKW,ArcelorMittal Eisenhüttenstadt GmbH,56.0,Other,2013
239,Huntorf,Uniper Kraftwerke GmbH ,321.0,Gas,1978
240,,Wehrder Bürgerwp.u. Wehrderwp. 1.Betr. u. Wp Wehrder Bautr. GmbH,23.4,Wind,2000
241,,Huntorfer Windpark GmbH & Co. KG und Bürgerwp. Huntorf GmbH,11.5,Wind,2006
242,,Danpower GmbH,12.6,Biomass,2004
243,HKW Eltmann,Palm Power GmbH & Co. KG,57.0,Gas,2007
244,Emden Biomasse,Statkraft Markets GmbH,22.0,Biomass,2005
245,Emden Gas,Statkraft Markets GmbH,52.0,Biomass,1973
246,Emden Gas,Statkraft Markets GmbH,433.0,Gas,1973
247,,EWE ERNEUERBARE ENERGIEN GmbH,26.8,Wind,1997
248,Windpark Wybelsumer Polder ,Windpark Wybelsumer Polder GmbH & Co. KG,30.0,Wind,2000
249,Windpark SWE (Larrelter Polder),Stadtwerke Emden GmbH,29.6,Wind,1994
250,Windpark Rysumer Nacken,BARD Holding GmbH,6.5,Wind,2012
251,Windpark Rysumer Nacken,BARD Holding GmbH,6.5,Wind,2012
252,Biomasse-HKW,innogy SE,10.6,Biomass,2013
253,,innogy SE,10.6,Biomass,2013
254,Grohnde,Preussen Elektra GmbH,1360.0,Nuclear,1985
255,Kraftwerk Ensdorf,Gemeinschaft nach Bruchteilen der Saarstahl AG (SAG) und Saarschmiede GmbH Freiformschmiede (SSF),283.0,Coal,2011
256,Kraftwerk Ensdorf,"VSE AG, Kraftwerk Ensdorf",106.0,Coal,1963
257,Windpark Erfstadt,Enercon Windpark GmbH & Co. Erfstadt KG,12.0,Wind,2005
258,HKW Iderhoffstraße,SWE Energie GmbH,11.0,Gas,1996
259,HKW Erfurt-Ost,SWE Energie GmbH,76.5,Gas,1999
260,HKW Erfurt-Ost,SWE Energie GmbH,32.6,Gas,2014
261,,Ventimotor GmbH & Co.UHW KG,22.0,Wind,2005
262,,Windpark Katzenberg GmbH & Co. KG,11.9,Wind,2004
263,Ering,Innwerk AG,72.5,Hydro,1942
264,,Windpark Erkelenz Nr. 14,20.7,Wind,2000
265,HKW Erlangen,Erlanger Stadtwerke AG,21.6,Gas,2005
266,HKW Erlangen,Erlanger Stadtwerke AG,17.4,Coal,1982
267,HKW Erlangen,Erlanger Stadtwerke AG,6.7,Gas,2014
268,WP Esperstedt-Obhausen,WEO GmbH & Co. KG,40.0,Wind,2009
269,Isar 2,Preussen Elektra GmbH,1410.0,Nuclear,1988
270,,Windpark Kesfeld-Heckhuscheid GmbH & Co. KG,32.5,Wind,2005
271,,Fehmarn Netz GmbH & Co. KG,119.6,Wind,2006
272,,Bürger-Windpark-Westfehmarn GmbH & Co. KG,11.9,Wind,2000
